unknown,auer1995a,"p. auer, n. cesa-bianchi, y. freund, and r. e. schapire,",,"gambling in a rigged casino: the adversarial multi-armed bandit problem,'",,"in proc. 36th annual symposium on foundations of computer science,","los alamitos, ca:","ieee computer society press,","1995,","pp. 322-331.",,,
unknown,rivest1987d,"r. rivest and s. schapire.",,"diversity-based inference of finite automata.",,"in proc. 28th focs,",,"ieee,",1987,"pages 78-87.",,,
unknown,rivest1987d,"r. l. rivest and r. e. schapire.",,"diversity-based inference of finite automata.",,"in proceedings of focs-87,",,,1987,,,,october
unknown,rivest1987d,"ronald l. rivest and robert e. schapire.",,"diversity-based inference of finite automata.",,"in 28th annual symposium on foundations of computer science,",,,1987,"pages 78-87,",,"to appear, journal of the association for computing machinery.",october
unknown,rivest1987d,"r. l. rivest and r. e. schapire.",,"diversity-based inference of finite automata.",,"in proceedings of foundations of computer science,",,,1987,,,,
unknown,rivest1987d,"ronald l. rivest and robert e. schapire.",,"diversity-based inference of finite au tomata.",,"in proceeding of the twenty-eighth annual symposium on foundations of computer science,","los angeles, california,",,1987,"pages 78-87,",,,october
unknown,rivest1987d,"ronald l. rivest and robert e. schapire.",,"diversity-based inference of finite automata.",,"in proceeding of the twenty-eighth annual symposium on foundations of computer science,","los angeles, california,",,1987,"pages 78-87,",,,october
unknown,rivest1987d,"r. l. rivest and r. e. schapire.",,"diversity based inference of finite automata.",,"in ieee symposium on the foundations of computer science,",,,1987,"pages 78-87,",,,
unknown,rivest1987d,"r. l. rivest and r. e. schapire.",,"diversity-based inference of finite automata.",,"in proc. 28th ieee symp. on foundations of computer science,",,,1987,"pages 78-87,",,,23
unknown,rivest1987d,"ronald l. rivest and robert e. schapire.",,"diversity-based inference of finite automata.",,"in proceedings of the twenty-eighth annual symposium on foundations of computer science,","los an-geles, california,",,1987,"pages 78-87,",,,october
unknown,rivest1987d,"ronald l. rivest and robert e. schapire.",,"diversity-based inference of finite automata.",,"in proceedings of the twenty-eighth annual symposium on foundations of computer science,","los angeles, california,",,1987,"pages 78-87,",,,october
unknown,rivest1989,"rivest, r. l., & schapire, r. e.",,"inference of finite automata using homing sequences.",,"in proceedings of the 21th acm symp. on theory of computing,",,,(1989).,"pp. 411-420.",,,
unknown,rivest1989,"rivest, r.l. and schapire, r.e.",,"inference of finite automata using homing sequences.",,"in proceedings of 21th annual acm sympposium on theory of computing.",,,1989,,,,
unknown,rivest1989,"r. l. rivest and r. e. schapire.",,"inference of finite automata using homing sequences.",,"in proceedings of the 21th acm symposium on theory and computing,",,,1989,"pages 411-420,",,,
unknown,rivest1989,"r. rivest and r. schapire.",,"inference of finite automata using homing sequences.",,"in proceedings of 21th annual acm symposium on theory of computing,",,,1989,,,,
unknown,rivest1989,"ronald l. rivest and robert e. schapire.",,"inference of finite automata using homing sequences.",,"in proceedings of the twenty first annual acm symposium on theoretical computing,",,,1989,"pages 411-420,",,,
unknown,rivest1989,"r. rivest and s. schapire.",,"inference of finite automata using homing sequences.",,"in proc. 21st stoc,",,"acm,",1989,"pages 411-420.",,,
unknown,rivest1989,"ronald l. rivest and robert e. schapire.",,"inference of finite automata using homing sequences.",,"in proceedings of the twenty first annual acm symposium on theory of computing,",,,1989,"pages 411-420,",,"to appear, information and computation.",may
unknown,rivest1989,"r. l. rivest and r. e. schapire.",,"inference of finite automata using homing sequences (extended abstract).",,"in proceedings of the twenty-first annual acm symposium on theory of computing,","seattle, washington,",,1989,"pages 411-420,",,,
unknown,rivest1989,"r. rivest and r. schapire.",,"inference of finite automata using homing sequences.",,"proceedings of the 21st annual acm symposium on theory of computing,",,,1989,"pages 411-420,",,,
unknown,rivest1989,"ronald l. rivest and robert e. schapire.",,"inference of finite automata using homing sequences.",,"in proceedings of the twenty-first annual acm symposium on theory of computing,",,,1989,"pages 411-420,",,,may
unknown,rivest1989,"rivest, ronald l. and robert e. schapire.",,"inference of finite automata using homing sequences,'",,"proceedings of the twenty-first annual acm symposium on theory of computing, acm,","seattle, washington,",,"1989,","pp. 411-420.",,,may
unknown,rivest1989,"r. l. rivest and r. e. schapire.",,"inference of finite automata using homing sequences.","association for computing machinery,","in proceedings of the twenty first annual acm symposium on theory of computing,",,,1989,"pages 411-420.",,,
unknown,rivest1989,"r. l. rivest and r. e. schapire.",,"inference of finite automata using homing sequences.",,"in acm symposium on the theory of computing,",,,1989,"pages 411-420,",,,
unknown,rivest1989,"ronald l. rivest and robert e. schapire.",,"inference of finite automata using homing sequences.",,"in proceedings of the twenty first annual acm symposium on theory of computing,",,,1989,"pages 411-420,",,,may
unknown,rivest1989,"ronald l. rivest and robert e. schapire.",,"inference of finite automata using homing sequences.",,"in proc. 21st ann. acm symp. on theoretical computing,",,,1989,,,,
unknown,rivest1992,"r. rivest,",,"the md5 message-digest algorithm,' network working group request for comments rfc 1321,",,"ietf,",,,1993,,,"h. schulzrinne expires 03/01/94 [page 56] internet-draft draft-ietf-avt-issues-01.ps october 20,",apr.
unknown,rivest1992,"r. rivest,",,"the md5 message-digest algorithm, request for comments (informational) rfc 1321,","internet engineering task force,",,,,1992,,,"schulzrinne/casner/frederick/jacobson expires 9/1/95 [page 62]",apr.
unknown,rivest1993,"r. rivest and r. schapire.","103,","inference of finite automata using homing sequences.",,"information and computation,",,,(1993).,299-347.,,,
unknown,rivest1993,"rivest, r. & schapire, r.","299 - 347.","inference of finite automata using homing sequences',",,"information and computation 103(2),",,,"(1993),",,,,
unknown,rivest1993,"rivest, r. l. & schapire, r. e.","103(2),","inference of finite automata using homing sequences.",,"information and computation,",,,(1993).,299-347.,,,
unknown,rivest1993,"rivest, r. l., & schapire, r. e.",,"inference of finite automata using homing sequences.",,"information and computation,",,,(1993).,"103 , 299-347.",,,
unknown,rivest1993,"rivest, r. l., and schapire, r. e.",,"inference of finite automata using homing sequences.",,"information and computation 103(2)",,,1993,299-347.,,,
unknown,rivest1993,"rivest, r.l. and r.e. schapire,","103:2,","1993 inference of finite automata using homing sequences.",,"information and computation,",,,,"pp. 299-347.",,,
unknown,rivest1993,"r. rivest and r. schapire.",103,"inference of finite automata using homing sequences.",,"information and computation,",,,1993,"299-347,",,,
unknown,rivest1993,"r. rivest and r. schapire.",,"inference of finite automata using homing sequences.",,,,,1993,,,"information and computation (to appear),",
unknown,rivest1993,"ronald. l. rivest and robert. e. schapire.",103(2),"inference of finite automata using homing sequences.",,"information and computation,",,,1993,"299-347,",,,
unknown,rivest1993,"r. rivest and r. schapire.",103,"inference of finite automata using homing sequences.",,"information and computation,",,,1993,"299-347,",,,
unknown,rivest1993,"r.e. schapire r. l. rivest.",,"inference of finite automata using homing sequences. in r.l.",,"machine learning: from theory to applications,",,"springer,",1993,"pages 51-73.","rivest s. j. hanson, w. remmele, editor,",,
unknown,rivest1993,"r. rivest and r. schapire.",103(2),"inference of finite automata using homing sequences.",,"information and computation,",,,1993,"299-347,",,,
unknown,rivest1993,"r.l. rivest and r.e. schapire,",,"inference of finite automata using homing sequences,",,"in formation and computation 103 #2 (1993),",,,,299-347.,,,
unknown,rivest1993,"ronald. l. rivest and robert. e. schapire.",103(2),"inference of finite automata using homing sequences.",,"information and computation,",,,1993,"299-347,",,,
unknown,rivest1993,"r. l. rivest and r. e. schapire.",103(2),"inference of finite automata using homing sequences.",,"information and computation,",,,1993,"299-347,",,,
unknown,rivest1993,"r. l. rivest and r. e. schapire.",103(2),"inference of finite automata using homing sequences.",,"information and computation,",,,1993,"299-347,",,,
unknown,rivest1993,"r. rivest and r. schapire.",103(2),"inference of finite automata using homing sequences.",,"information and computation,",,,1993,"299-347,",,,
unknown,rivest1993,"ronald l. rivest and robert e. schapire.",103(2),"inference of finite automata using homing sequences.",,"information and computation,",,,1993,"299-347,",,,april
unknown,rivest1993,"ronald l. rivest and robert e. schapire.",103(2),"inference of finite automata using homing sequences.",,"information and computation,",,,1993,"299-347,",,,16
unknown,rivest1993,"r.l. rivest and r.e. schapire.",,"inference of finite automata using homing sequences.",,"information and computation,",,,1993,,,,
unknown,rivest1993,"r. l. rivest and r. e. schapire.",103(2),"inference of finite automata using homing sequences.",,"information and computation,",,,1993,"299-347,",,,apr.
unknown,rivest1993,"r. rivest and r. schapire.",103(2),"inference of finite automata using homing sequences.",,"information and computation,",,,1993,"299-347,",,,12
unknown,rivest1993,"ronald l. rivest and robert e. schapire.",103(2),"inference of finite automata using homing sequences.",,"information and computation,",,,1993,"299-347,",,,april
unknown,rivest1993,"ronald l. rivest and robert e. schapire.",103(2),"inference of finite automata using homing sequences.",,"information and computation,",,,1993,"299-347,",,,april
unknown,rivest1993,"rivest r.l. and schapire r.e.",103(2),"inference of finite automata using homing sequences.",,"information and computation,",,,1997,"299-347,",,,april
unknown,rivest1993,"r. l. rivest and r. e. schapire.",103,"inference of finite automata using homing sequences.",,"information and computation,",,,1993,"299-347,",,,
unknown,rivest1993,"ronald l. rivest and robert e. schapire.",103(2),"inference of finite automata using homing sequences.",,"information and computation,",,,1993,"299-347,",,,april
unknown,rivest1993,"ronald l. rivest and robert e. schapire.",103(2),"inference of finite automata using homing sequences.",,"information and computation,",,,1993,"299-347,",,"120 bibliography",april
unknown,rivest1993,"r.e. schapire r. l. rivest.",,"inference of finite automata using homing sequences. in r.l.",,"machine learning: from theory to applications,",,"springer,",1993,"pages 51-73.","rivest s. j. hanson, w. remmele, editor,",,
unknown,rivest1993,"ronald l. rivest and robert e. schapire.",103(2),"inference of finite automata using homing sequences.",,"information and computation,",,,1993,"299-347,",,,april
unknown,rivest1993,"ronald l. rivest and robert e. schapire.",103(2),"inference of finite automata using homing sequences.",,"information and computation,",,,1993,"299-347,",,,
unknown,rivest1993,"r. l. rivest and r. e. schapire.",103(2),"inference of finite automata using homing sequences.",,"information and computation,",,,1993,"299-347,",,,
unknown,rivest1993,"r. l. rivest and r. e. schapire.",,"inference of finite automata using homing sequences. information and computation,",,,"103:299347,",,1993,,,,
unknown,rivest1993,"r. rivest and r. schapire.",103(2),"inference of finite automata using homing sequences.",,"information and compuation,",,,1993,"page 9",,,
unknown,rivest1993,"ronald l. rivest and robert e. schapire.",103(2),"inference of finite automata using homing sequences.",,"information and computation,",,,1993,"299-347,",,,april
unknown,rivest1993,"rivest, r., and schapire, r.",,"inference of finite automata using homing sequences.",,"information and computation 103",,,1993,299-347.,,,
unknown,rivest1993,"rivest, r. l. and schapire, r. e.",103(2),"inference of finite automata using homing sequences.",,"information and computation,",,,(1993).,299-347.,,,
unknown,rivest1994,"r. rivest and r. schapire.",43(3),"diversity-based inference of finite automata.",,"journal of the association for computing machinery,",,,1994,"555-589,",,,
unknown,rivest1994,"r. l. rivest and r. e. schapire.",43(3),"diversity-based inference of finite automata.",,"journal of the association for computing machinery,",,,1994,"555-589,",,,
